,ID,uf,m2_const,sup_terreno,dormitorios,ba√±os,estacionamientos,bodegas,d_casa,d_proyecto,COMUNA,longitud,latitud
12214,12215,2153.0,40.0,40.0,2,1,0,0,0,0,13106,-70.694073,-33.4529237
12215,12216,1370.0,22.6,22.6,1,1,0,0,0,0,13106,-70.6915183,-33.4561218
12216,12217,3325.605874,55.0,55.0,2,2,1,1,0,0,13106,-70.6956822,-33.4573413
12217,12218,2896.0,45.0,45.0,2,2,1,0,0,0,13106,-70.6951362,-33.4523028
12218,12219,2415.0,39.0,39.0,1,1,0,0,0,0,13106,-70.694756,-33.453369
12219,12220,3308.0,45.0,45.0,2,2,0,0,0,0,13106,-70.6939937,-33.4521458
12220,12221,2443.0,31.0,31.0,1,1,0,0,0,0,13106,-70.6939937,-33.4521458
12221,12222,1330.0,21.3,21.3,1,1,0,0,0,0,13106,-70.6922926,-33.454143
12222,12223,2944.0,44.0,44.0,2,1,1,0,0,0,13106,-70.6941528,-33.4512787
12223,12224,1450.0,28.0,28.0,1,1,0,1,0,0,13106,-70.691493,-33.4560359
12224,12225,11100.0,32.0,32.0,1,1,0,0,0,0,13106,-70.6937937,-33.4553076
12225,12226,1850.0,32.62,32.62,1,1,0,0,0,0,13106,-70.6912702,-33.4573914
12226,12227,2407.0,24.0,24.0,1,1,0,0,0,0,13106,-70.6939937,-33.4521458
12227,12228,2696.0,47.41,47.41,2,2,0,1,0,0,13106,-70.6927935,-33.4569196
12228,12229,1520.0,29.29,29.29,1,1,0,0,0,0,13106,-70.6922926,-33.454143
12229,12230,1880.0,31.0,31.0,1,1,0,0,0,0,13106,-70.6972196,-33.4547501
12230,12231,2050.0,30.0,30.0,1,1,0,0,0,0,13106,-70.693174,-33.45454
12231,12232,2900.0,30.0,30.0,2,2,1,1,0,0,13106,-70.6911808,-33.4545891
12232,12233,2480.0,42.0,42.0,2,1,1,0,0,0,13106,-70.6906441,-33.4570879
12233,12234,2075.0,34.0,34.0,1,1,0,0,0,0,13106,-70.6958795,-33.4578439
12234,12235,2048.0,31.4,31.4,1,1,0,0,0,0,13106,-70.6977809,-33.450314
12235,12236,2400.0,31.0,31.0,1,1,1,1,0,0,13106,-70.6963603,-33.452964
12236,12237,1424.0,22.0,22.0,1,1,0,0,0,0,13106,-70.6978065,-33.4504388
12237,12238,2482.0,30.0,30.0,2,1,0,0,0,0,13106,-70.6978065,-33.4504388
12238,12239,1806.0,29.0,29.0,1,1,0,0,0,0,13106,-70.6978065,-33.4504388
12239,12240,1423.0,22.0,22.0,1,1,0,0,0,0,13106,-70.6978065,-33.4504388
12240,12241,9600.0,35.0,35.0,1,1,0,0,0,0,13106,-70.695916,-33.4538251
12241,12242,1940.0,30.0,30.0,1,1,0,0,0,0,13106,-70.6914573,-33.4560279
12242,12243,2800.0,40.02,40.02,2,1,0,0,0,0,13106,-70.6906815,-33.4572678
12243,12244,2550.0,45.55,45.55,2,1,0,0,0,0,13106,-70.6958923,-33.4572487
12244,12245,9686.2307,50.0,50.0,2,2,0,0,0,0,13106,-70.6966019,-33.4576454
12245,12246,2996.27403,66.0,66.0,2,2,1,0,0,0,13106,-70.6914469,-33.4552969
12246,12247,2300.0,56.0,56.0,2,2,2,0,0,0,13106,-70.6933767,-33.4531261
12247,12248,1850.0,37.0,37.0,2,1,1,1,0,0,13106,-70.695916,-33.4538251
12248,12249,2400.0,36.0,36.0,1,1,0,0,0,0,13106,-70.6909855,-33.4545443
12249,12250,2600.0,48.0,48.0,2,1,0,0,0,0,13106,-70.691752,-33.4550495
12250,12251,2435.0,51.0,51.0,2,1,0,0,0,0,13106,-70.691752,-33.4550495
12251,12252,1478.0,21.3,21.3,1,1,0,0,0,0,13106,-70.6906441,-33.4570879
12252,12253,2299.0,42.16,42.16,2,1,0,0,0,1,13106,-70.7015222,-33.4522451
12253,12254,2203.0,28.73,28.73,1,1,0,0,0,1,13106,-70.6994215,-33.4552579
12254,12255,1950.0,32.52,32.52,1,1,0,0,0,1,13106,-70.6962938,-33.4592104
12255,12256,2486.132546,55.0,55.0,2,2,0,0,0,0,13106,-70.701562,-33.455565
12256,12257,2700.0,55.0,55.0,2,2,1,0,0,0,13106,-70.6991967,-33.4536344
12257,12258,4016.0,54.0,54.0,2,2,1,1,0,0,13106,-70.7014603,-33.4552085
12258,12259,2356.982804,45.0,45.0,2,1,1,1,0,0,13106,-70.7013761,-33.4551939
12259,12260,2000.0,36.0,36.0,1,1,1,0,0,0,13106,-70.7012594,-33.4544941
12260,12261,3100.0,56.22,56.22,2,2,1,0,0,0,13106,-70.6993994,-33.4532628
12261,12262,2450.0,44.0,44.0,2,1,1,0,0,0,13106,-70.7028611,-33.4553584
12262,12263,2900.0,55.0,55.0,2,2,1,1,0,0,13106,-70.6992224,-33.4535653
12263,12264,2000.0,30.0,30.0,1,1,0,0,0,0,13106,-70.7005005,-33.4550285
12264,12265,2890.0,50.0,50.0,2,2,1,1,0,0,13106,-70.7017685,-33.4555295
12265,12266,2200.0,37.0,37.0,1,1,0,0,0,0,13106,-70.6985099,-33.4619178
12266,12267,2290.0,35.53,35.53,1,1,0,0,0,0,13106,-70.7014643,-33.4554797
12267,12268,2100.0,35.0,35.0,1,1,0,1,0,0,13106,-70.7014273,-33.4553801
12268,12269,2550.0,44.0,44.0,2,1,1,0,0,0,13106,-70.7028611,-33.4553584
12269,12270,1960.0,34.0,34.0,1,1,0,0,0,0,13106,-70.7023035,-33.4561114
12270,12271,1800.0,28.0,28.0,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12271,12272,2708.0,42.9,42.9,2,1,0,0,0,0,13106,-70.69967,-33.45605
12272,12273,1850.0,34.0,34.0,1,1,0,0,0,0,13106,-70.7012929,-33.4558395
12273,12274,1452.934605,26.0,26.0,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12274,12275,3228.743567,61.0,61.0,2,2,1,1,0,0,13106,-70.6977429,-33.4541717
12275,12276,2262.703492,57.0,57.0,2,1,0,0,0,0,13106,-70.6964519,-33.4584862
12276,12277,1800.0,30.0,30.0,1,1,0,0,0,0,13106,-70.7004939,-33.4550015
12277,12278,1400.0,37.0,37.0,1,1,0,0,0,0,13106,-70.6990051,-33.4590759
12278,12279,3000.0,54.0,54.0,2,2,1,0,0,0,13106,-70.7008501,-33.4550885
12279,12280,2650.0,54.0,54.0,2,2,0,0,0,0,13106,-70.7029384,-33.4554281
12280,12281,3400.0,61.0,61.0,2,2,0,1,0,0,13106,-70.6989041,-33.4536322
12281,12282,1970.0,36.0,36.0,1,1,0,0,0,0,13106,-70.7018991,-33.4538091
12282,12283,2400.0,54.0,54.0,3,1,0,0,0,0,13106,-70.7008376,-33.455086
12283,12284,1990.0,31.0,31.0,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12284,12285,2400.0,49.0,49.0,2,1,0,0,0,0,13106,-70.6987385,-33.4544001
12285,12286,1900.0,35.0,35.0,1,1,0,1,0,0,13106,-70.7013761,-33.4551939
12286,12287,1900.0,42.0,42.0,1,1,0,0,0,0,13106,-70.6993994,-33.4532628
12287,12288,2841.294339,55.0,55.0,2,2,2,0,0,0,13106,-70.701562,-33.455565
12288,12289,2400.0,46.0,46.0,2,1,0,0,0,0,13106,-70.7014381,-33.4554765
12289,12290,3490.0,61.0,61.0,2,2,0,0,0,0,13106,-70.697775,-33.454094
12290,12291,2390.0,45.0,45.0,2,1,1,1,0,0,13106,-70.7014281,-33.4551995
12291,12292,2292.407932,53.0,53.0,2,2,1,1,0,0,13106,-70.7029862,-33.4553062
12292,12293,2450.0,45.0,45.0,2,2,0,0,0,0,13106,-70.6992111,-33.4534798
12293,12294,2066.395883,40.0,40.0,2,1,0,0,0,0,13106,-70.6980057,-33.4587708
12294,12295,2295.0,42.0,42.0,2,1,0,0,0,0,13106,-70.700003,-33.455359
12295,12296,3000.0,50.0,50.0,2,2,1,1,0,0,13106,-70.7029384,-33.4554281
12296,12297,2350.0,45.0,45.0,2,2,0,0,0,0,13106,-70.6992111,-33.4534798
12297,12298,2700.0,47.0,47.0,2,1,1,1,0,0,13106,-70.6980519,-33.4521608
12298,12299,2414.0,48.0,48.0,2,1,1,0,0,0,13106,-70.700447,-33.454994
12299,12300,2500.0,46.0,46.0,2,1,1,0,0,0,13106,-70.7014619,-33.4554804
12300,12301,1874.0,33.0,33.0,1,1,0,0,0,0,13106,-70.7013761,-33.4551939
12301,12302,2650.0,45.0,45.0,2,2,0,0,0,0,13106,-70.6991967,-33.4536344
12302,12303,2350.0,31.0,31.0,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12303,12304,1880.0,35.0,35.0,1,1,0,0,0,0,13106,-70.7013761,-33.4551939
12304,12305,2100.0,32.0,32.0,1,1,0,0,0,0,13106,-70.6973724,-33.455471
12305,12306,1850.0,30.0,30.0,1,1,0,0,0,0,13106,-70.7028611,-33.4553584
12306,12307,2050.0,25.0,25.0,1,1,0,1,0,0,13106,-70.7004986,-33.4550292
12307,12308,1790.0,34.0,34.0,1,1,0,0,0,0,13106,-70.6986075,-33.4544597
12308,12309,2080.0,36.0,36.0,1,1,0,1,0,0,13106,-70.7014675,-33.4554813
12309,12310,2300.0,37.0,37.0,1,1,0,0,0,0,13106,-70.7010651,-33.4562874
12310,12311,1960.0,37.0,37.0,1,1,0,0,0,0,13106,-70.7004471,-33.4541283
12311,12312,1824.240115,35.0,35.0,1,1,0,0,0,0,13106,-70.6998444,-33.4557152
12312,12313,1710.0,36.0,36.0,1,1,0,0,0,0,13106,-70.7014643,-33.4554797
12313,12314,2260.120497,60.0,60.0,2,2,0,0,0,0,13106,-70.7026769,-33.4551983
12314,12315,2990.0,54.0,54.0,2,2,1,0,0,0,13106,-70.7022858,-33.4557953
12315,12316,2400.0,53.0,53.0,2,2,0,0,0,0,13106,-70.699177,-33.453471
12316,12317,1980.0,37.0,37.0,1,1,0,0,0,0,13106,-70.701914,-33.452452
12317,12318,2400.0,50.0,50.0,2,1,1,0,0,0,13106,-70.7014619,-33.4554804
12318,12319,1600.0,25.0,25.0,1,1,0,0,0,0,13106,-70.7014675,-33.4554813
12319,12320,2100.0,43.16,43.16,1,1,0,0,0,0,13106,-70.6999234,-33.4538243
12320,12321,2450.0,46.0,46.0,2,1,0,0,0,0,13106,-70.7014643,-33.4554797
12321,12322,2300.0,35.4,35.4,1,1,0,0,0,0,13106,-70.7013321,-33.4551888
12322,12323,2500.0,52.0,52.0,2,1,0,0,0,0,13106,-70.7000198,-33.4554977
12323,12324,2098.683318,45.51,45.51,1,1,0,0,0,0,13106,-70.701355,-33.4558678
12324,12325,2359.0,35.53,35.53,1,1,0,0,0,0,13106,-70.7017685,-33.4555295
12325,12326,2100.0,38.0,38.0,1,1,0,0,0,0,13106,-70.6989059,-33.4536324
12326,12327,3000.0,70.41,70.41,2,2,2,0,0,0,13106,-70.7013128,-33.4559214
12327,12328,2500.0,40.0,40.0,1,1,0,0,0,0,13106,-70.6990051,-33.4590759
12328,12329,1800.0,33.0,33.0,1,1,0,0,0,0,13106,-70.7011028,-33.4561254
12329,12330,1549.796912,29.0,29.0,1,1,0,0,0,0,13106,-70.69967,-33.45605
12330,12331,2100.0,32.3,32.3,1,1,0,0,0,0,13106,-70.7023035,-33.4561114
12331,12332,2850.0,65.0,65.0,2,2,0,0,0,0,13106,-70.6977429,-33.4541717
12332,12333,2360.0,37.0,37.0,1,1,0,0,0,0,13106,-70.6984279,-33.4533352
12333,12334,2421.557675,65.0,65.0,2,2,0,0,0,0,13106,-70.701355,-33.4558754
12334,12335,2400.0,47.0,47.0,2,1,1,0,0,0,13106,-70.7014619,-33.4554804
12335,12336,2490.0,45.0,45.0,2,1,1,0,0,0,13106,-70.701486,-33.455423
12336,12337,2450.0,42.0,42.0,2,1,1,0,0,0,13106,-70.7028611,-33.4553584
12337,12338,2400.0,37.0,37.0,1,1,0,0,0,0,13106,-70.6992274,-33.4543517
12338,12339,2980.0,54.0,54.0,2,2,1,0,0,0,13106,-70.7000675,-33.454962
12339,12340,2600.0,49.0,49.0,2,1,1,0,0,0,13106,-70.7014618,-33.4554787
12340,12341,1900.0,29.0,29.0,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12341,12342,2260.120497,46.0,46.0,2,2,0,0,0,0,13106,-70.6990051,-33.4590759
12342,12343,3750.0,61.0,61.0,3,2,1,0,0,0,13106,-70.7028611,-33.4553584
12343,12344,3010.0,58.0,58.0,2,2,1,0,0,0,13106,-70.6993994,-33.4532628
12344,12345,2624.0,62.0,62.0,2,2,1,0,0,0,13106,-70.702708,-33.454933
12345,12346,2841.294339,46.0,46.0,2,1,0,0,0,0,13106,-70.6977429,-33.4541717
12346,12347,2158.0,31.0,31.0,1,1,0,0,0,0,13106,-70.6967571,-33.4580298
12347,12348,2809.006903,62.0,62.0,2,2,0,0,0,0,13106,-70.6977,-33.45392
12348,12349,2490.0,47.0,47.0,2,2,0,0,0,0,13106,-70.7006585,-33.45723
12349,12350,2100.0,30.0,30.0,1,1,0,0,0,0,13106,-70.69967,-33.45605
12350,12351,1790.0,37.0,37.0,1,1,0,0,0,0,13106,-70.702296,-33.4557539
12351,12352,3663.0,65.0,65.0,3,3,1,0,0,0,13106,-70.7028611,-33.4553584
12352,12353,2469.988829,56.0,56.0,2,2,0,0,0,0,13106,-70.701355,-33.4558678
12353,12354,2400.0,45.0,45.0,2,1,0,0,0,0,13106,-70.7015023,-33.4556507
12354,12355,2580.0,50.0,50.0,2,1,0,0,0,0,13106,-70.6999862,-33.4556758
12355,12356,2450.0,45.92,45.92,2,1,0,0,0,0,13106,-70.7014643,-33.4554797
12356,12357,2615.282289,56.0,56.0,2,2,1,1,0,0,13106,-70.6999883,-33.4556015
12357,12358,2100.0,40.0,40.0,1,1,0,0,0,0,13106,-70.7000675,-33.454962
12358,12359,3000.0,56.0,56.0,2,2,0,0,0,0,13106,-70.6989041,-33.4536322
12359,12360,2200.0,41.0,41.0,1,1,0,1,0,0,13106,-70.7014202,-33.4553796
12360,12361,2425.0,54.0,54.0,1,1,0,1,0,0,13106,-70.6977429,-33.4541717
12361,12362,1950.0,40.0,40.0,2,1,0,0,0,0,13106,-70.6990051,-33.4590759
12362,12363,2570.0,42.17,42.17,2,1,1,0,0,0,13106,-70.7023035,-33.4561114
12363,12364,1960.0,36.0,36.0,1,1,0,0,0,0,13106,-70.7030182,-33.4528008
12364,12365,1980.0,35.0,35.0,1,1,0,0,0,0,13106,-70.7028611,-33.4553584
12365,12366,1990.0,55.0,55.0,2,1,0,0,0,0,13106,-70.701028,-33.455896
12366,12367,2700.0,65.0,65.0,2,2,1,0,0,0,13106,-70.6992493,-33.4536705
12367,12368,2500.0,55.0,55.0,2,2,0,0,0,0,13106,-70.7023413,-33.4557265
12368,12369,2890.0,58.0,58.0,2,2,1,0,0,0,13106,-70.6999893,-33.4556007
12369,12370,2350.0,46.0,46.0,2,1,1,0,0,0,13106,-70.7013761,-33.4551939
12370,12371,2650.0,52.0,52.0,2,1,1,0,0,0,13106,-70.7015228,-33.4551964
12371,12372,2098.683318,54.0,54.0,2,1,0,0,0,0,13106,-70.7004449,-33.4541265
12372,12373,2034.108447,47.0,47.0,2,1,0,0,0,0,13106,-70.6999883,-33.4556015
12373,12374,2050.0,32.0,32.0,1,1,0,0,0,0,13106,-70.701235,-33.455793
12374,12375,3500.0,53.0,53.0,2,2,1,0,0,0,13106,-70.6977463,-33.4541702
12375,12376,1870.0,29.0,29.0,1,1,0,0,0,0,13106,-70.698876,-33.451917
12376,12377,1937.24614,47.0,47.0,2,1,0,0,0,0,13106,-70.698863,-33.461883
12377,12378,2500.0,45.0,45.0,2,1,0,0,0,0,13106,-70.7017489,-33.4555772
12378,12379,1690.0,30.0,30.0,1,1,0,0,0,0,13106,-70.7028557,-33.4551646
12379,12380,2809.006903,54.0,54.0,2,2,0,0,0,0,13106,-70.6992035,-33.4536171
12380,12381,1800.0,30.0,30.0,1,1,0,0,0,0,13106,-70.6990051,-33.4590759
12381,12382,2260.120497,39.0,39.0,1,1,0,0,0,0,13106,-70.6990879,-33.4535272
12382,12383,2400.0,35.0,35.0,1,1,1,0,0,0,13106,-70.702005,-33.453532
12383,12384,2400.0,51.25,51.25,2,1,0,0,0,0,13106,-70.6987668,-33.4543578
12384,12385,2640.0,46.08,46.08,2,1,0,1,0,0,13106,-70.6962938,-33.4592104
12385,12386,2950.0,64.9,64.9,3,2,1,0,0,0,13106,-70.6980519,-33.4521608
12386,12387,1960.0,37.0,37.0,1,1,0,0,0,0,13106,-70.7004882,-33.4533601
12387,12388,2100.0,62.12,62.12,1,1,0,0,0,0,13106,-70.7023035,-33.4561114
12388,12389,2050.0,35.0,35.0,1,1,0,0,0,0,13106,-70.7023869,-33.456369
12389,12390,1920.0,45.0,45.0,2,1,0,0,0,0,13106,-70.7028611,-33.4553584
12390,12391,3500.0,62.0,62.0,2,2,1,0,0,0,13106,-70.6977386,-33.454174
12391,12392,2500.0,44.0,44.0,2,1,0,0,0,0,13106,-70.7023035,-33.4561114
12392,12393,2490.0,47.0,47.0,2,1,0,0,0,0,13106,-70.6999893,-33.4556007
12393,12394,2700.0,55.0,55.0,2,1,0,0,0,0,13106,-70.7017584,-33.4579723
12394,12395,1900.0,33.46,33.46,1,1,0,0,0,0,13106,-70.7023035,-33.4561114
12395,12396,2089.0,28.13,28.13,1,1,0,0,0,0,13106,-70.7005231,-33.4549684
12396,12397,1960.0,36.0,36.0,1,1,0,0,0,0,13106,-70.7009757,-33.4541916
12397,12398,2582.994853,58.0,58.0,2,2,1,1,0,0,13106,-70.7028611,-33.4553584
12398,12399,2100.0,33.46,33.46,1,1,0,0,0,0,13106,-70.7023035,-33.4561114
12399,12400,1950.0,32.3,32.3,1,1,0,0,0,0,13106,-70.7023035,-33.4561114
12400,12401,2200.0,35.0,35.0,1,1,0,0,0,0,13106,-70.702005,-33.453532
12401,12402,2250.0,39.19,39.19,1,1,1,0,0,0,13106,-70.699045,-33.4535001
12402,12403,2400.0,42.17,42.17,2,1,1,0,0,0,13106,-70.7023035,-33.4561114
12403,12404,2400.0,45.9,45.9,2,1,0,0,0,0,13106,-70.7013141,-33.4557124
12404,12405,2021.0,35.7,35.7,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12405,12406,2800.0,45.0,45.0,2,2,1,0,0,0,13106,-70.6999893,-33.4556007
12406,12407,2130.970754,40.0,40.0,1,1,0,0,0,0,13106,-70.6990051,-33.4590759
12407,12408,2100.0,39.19,39.19,1,1,0,0,0,0,13106,-70.6989041,-33.4536322
12408,12409,2950.0,63.0,63.0,2,2,0,0,0,0,13106,-70.6980896,-33.4542427
12409,12410,2590.0,52.0,52.0,2,2,0,0,0,0,13106,-70.6992224,-33.4535653
12410,12411,1900.0,36.0,36.0,1,1,1,0,0,0,13106,-70.7014603,-33.4552085
12411,12412,3000.0,46.0,46.0,1,2,1,0,0,0,13106,-70.69967,-33.45605
12412,12413,1750.0,35.0,35.0,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12413,12414,2179.0,30.0,30.0,1,1,0,0,0,0,13106,-70.699474,-33.4553081
12414,12415,1500.0,27.11,27.11,1,1,0,0,0,0,13106,-70.701355,-33.4558754
12415,12416,1800.0,37.0,37.0,1,1,0,0,0,0,13106,-70.7014675,-33.4554813
12416,12417,2000.0,32.0,32.0,1,1,0,0,0,0,13106,-70.7019134,-33.4534506
12417,12418,3072.0,62.22,62.22,2,2,0,0,0,0,13106,-70.699474,-33.4553081
12418,12419,2222.0,34.85,34.85,1,1,0,0,0,0,13106,-70.6967327,-33.4581274
12419,12420,1700.0,26.0,26.0,1,1,0,0,0,0,13106,-70.6978401,-33.45498
12420,12421,1937.24614,45.0,45.0,1,1,0,0,0,0,13106,-70.7000675,-33.454962
12421,12422,2400.0,80.0,80.0,2,1,1,0,0,0,13106,-70.6990051,-33.4590759
12422,12423,1950.0,35.0,35.0,1,1,0,0,0,0,13106,-70.6990051,-33.4590759
12423,12424,4050.0,52.0,52.0,2,2,1,0,0,0,13106,-70.7013761,-33.4551868
12424,12425,1820.0,30.0,30.0,1,1,0,0,0,0,13106,-70.6974671,-33.4566748
12425,12426,1800.0,36.0,36.0,1,1,0,0,0,0,13106,-70.702228,-33.4553956
12426,12427,2080.0,37.0,37.0,1,1,0,0,0,0,13106,-70.7014643,-33.4554797
12427,12428,1949.0,36.0,36.0,1,1,0,0,0,0,13106,-70.7025628,-33.4543781
12428,12429,2600.0,65.0,65.0,2,2,0,0,0,0,13106,-70.7013048,-33.4558733
12429,12430,1950.0,36.0,36.0,2,1,0,0,0,0,13106,-70.7004986,-33.4550292
12430,12431,2639.0,48.0,48.0,2,1,1,0,0,0,13106,-70.6962938,-33.4592104
12431,12432,3800.0,66.42,66.42,3,2,1,1,0,0,13106,-70.6989441,-33.4541664
12432,12433,2560.0,48.0,48.0,2,1,0,0,0,0,13106,-70.7008166,-33.456799
12433,12434,2180.0,35.0,35.0,1,1,0,0,0,0,13106,-70.701235,-33.455793
12434,12435,1800.0,40.0,40.0,1,1,0,0,0,0,13106,-70.6999234,-33.4538243
12435,12436,3400.0,41.0,41.0,1,1,0,0,0,0,13106,-70.701235,-33.455793
12436,12437,1354.0,21.0,21.0,1,1,0,0,0,0,13106,-70.7004986,-33.4550292
12437,12438,3200.0,64.0,64.0,2,2,1,0,0,0,13106,-70.6980896,-33.454422
12438,12439,2389.270239,62.0,62.0,2,2,0,0,0,0,13106,-70.702289,-33.4557967
12439,12440,2260.120497,53.0,53.0,2,1,0,0,0,0,13106,-70.702289,-33.4557967
12440,12441,2360.0,36.42,36.42,1,1,0,0,0,0,13106,-70.7015062,-33.4552893
12441,12442,2430.0,35.52,35.52,1,1,0,0,0,0,13106,-70.7015076,-33.4552879
12442,12443,2750.0,42.0,42.0,2,1,0,0,0,0,13106,-70.6999888,-33.4556473
12443,12444,2650.0,44.0,44.0,2,1,0,0,0,0,13106,-70.6998806,-33.4557653
12444,12445,3230.0,45.0,45.0,2,2,0,0,0,0,13106,-70.7004128,-33.4551724
12445,12446,1170.0,22.0,22.0,1,1,0,0,0,0,13106,-70.7005005,-33.4550285
12446,12447,1904.958704,38.0,38.0,1,1,0,0,0,0,13106,-70.6990051,-33.4590759
12447,12448,1982.0,35.7,35.7,1,1,0,0,0,0,13106,-70.6975992,-33.4540971
12448,12449,1945.0,47.0,47.0,1,1,0,0,0,0,13106,-70.6975992,-33.4540971
12449,12450,2545.0,45.5,45.5,2,1,0,0,0,0,13106,-70.7000425,-33.4539237
12450,12451,2500.0,54.0,54.0,2,2,0,0,0,0,13106,-70.7033754,-33.451529
12451,12452,1872.671269,35.0,35.0,1,1,0,0,0,0,13106,-70.6991501,-33.4544373
12452,12453,2490.0,44.0,44.0,2,1,1,0,0,0,13106,-70.6990051,-33.4590759
12453,12454,3000.0,52.0,52.0,2,2,0,0,0,0,13106,-70.7014643,-33.4554797
12454,12455,2200.0,35.52,35.52,1,1,0,0,0,0,13106,-70.70121,-33.4555261
12455,12456,2985.0,61.85,61.85,2,2,0,0,0,0,13106,-70.6993994,-33.4532628
12456,12457,1711.23409,37.0,37.0,1,1,0,0,0,0,13106,-70.7030698,-33.4526131
12457,12458,2150.0,38.0,38.0,1,1,0,0,0,0,13106,-70.7004047,-33.4536344
12458,12459,2050.0,36.0,36.0,1,1,0,0,0,0,13106,-70.7004929,-33.4546051
12459,12460,2421.557675,41.0,41.0,1,1,0,0,0,0,13106,-70.69967,-33.45605
12460,12461,2700.0,68.0,68.0,2,2,1,0,0,0,13106,-70.6990051,-33.4590759
12461,12462,2179.0,28.0,28.0,1,1,0,0,0,0,13106,-70.6985099,-33.4619178
12462,12463,1900.0,44.0,44.0,1,1,0,0,0,0,13106,-70.7004929,-33.4550018
12463,12464,2334.0,53.0,53.0,2,2,1,1,0,0,13106,-70.7029463,-33.4554299
12464,12465,1700.0,48.0,48.0,1,1,0,0,0,0,13106,-70.6993363,-33.4533863
12465,12466,1950.0,32.0,32.0,1,1,0,0,0,0,13106,-70.70056,-33.4549978
12466,12467,1650.0,28.0,28.0,1,1,0,0,0,0,13106,-70.7014618,-33.4554787
12467,12468,1810.0,35.88,35.88,1,1,0,0,0,0,13106,-70.7006503,-33.4520542
12468,12469,2550.0,48.0,48.0,2,1,1,0,0,0,13106,-70.6985092,-33.4569092
12469,12470,1950.0,43.0,43.0,1,1,0,0,0,0,13106,-70.7023035,-33.4561114
12470,12471,2199.0,32.94,32.94,1,1,0,0,0,0,13106,-70.7015875,-33.4538521
12471,12472,2000.0,37.0,37.0,1,1,0,0,0,0,13106,-70.7001958,-33.4513072
12472,12473,2356.982804,41.0,41.0,2,1,0,0,0,0,13106,-70.7004986,-33.4550292
12473,12474,2400.0,45.0,45.0,2,2,0,0,0,0,13106,-70.69967,-33.45605
12474,12475,2500.0,34.0,34.0,1,1,1,1,0,0,13106,-70.7014619,-33.4554804
12475,12476,2500.0,47.0,47.0,2,1,0,0,0,0,13106,-70.6999883,-33.4556015
12476,12477,1870.0,35.0,35.0,1,1,0,0,0,0,13106,-70.7028611,-33.4553584
12477,12478,1920.0,35.0,35.0,1,1,0,0,0,0,13106,-70.7028611,-33.4553584
12478,12479,2550.0,45.0,45.0,2,1,0,0,0,0,13106,-70.6999883,-33.4556015
12479,12480,2150.0,34.0,34.0,1,1,1,1,0,0,13106,-70.7014381,-33.4554765
12480,12481,1850.0,36.0,36.0,1,1,0,0,0,0,13106,-70.69967,-33.45605
12481,12482,4100.0,63.4,63.4,3,2,1,0,0,0,13106,-70.7000656,-33.4549637
12482,12483,3600.0,60.0,60.0,3,2,1,0,0,0,13106,-70.69841,-33.4542885
12483,12484,3250.0,53.0,53.0,2,2,1,0,0,0,13106,-70.6988907,-33.4541931
